date,geo,country,pca_raw,wage_pressure_index,wage_pressure_ma3m,wage_pressure_ma12m
2015-02-01,ES,Spain,-1.23,10.1378,9.7052,9.4014
2015-03-01,ES,Spain,-1.2095,10.5212,10.0783,9.5887
2015-04-01,ES,Spain,-1.1913,10.8596,10.5062,9.7766
2015-05-01,ES,Spain,-1.1512,11.6087,10.9965,10.0187
2015-06-01,ES,Spain,-1.1089,12.3965,11.6216,10.297
2015-07-01,ES,Spain,-1.0795,12.9461,12.3171,10.5703
2015-08-01,ES,Spain,-1.058,13.3465,12.8964,10.8452
2015-09-01,ES,Spain,-1.0331,13.811,13.3679,11.1619
2015-10-01,ES,Spain,-0.9875,14.6628,13.9401,11.5702
2015-11-01,ES,Spain,-0.9358,15.6259,14.6999,12.0745
2015-12-01,ES,Spain,-0.907,16.1637,15.4841,12.638
2016-01-01,ES,Spain,-0.9016,16.2641,16.0179,13.1953
2016-02-01,ES,Spain,-0.902,16.2573,16.2284,13.7053
2016-03-01,ES,Spain,-0.8915,16.4527,16.3247,14.1996
2016-04-01,ES,Spain,-0.8718,16.8212,16.5104,14.6964
2016-05-01,ES,Spain,-0.8672,16.9057,16.7265,15.1378
2016-06-01,ES,Spain,-0.8925,16.4346,16.7205,15.4743
2016-07-01,ES,Spain,-0.9087,16.1313,16.4905,15.7397
2016-08-01,ES,Spain,-0.8859,16.5574,16.3744,16.0073
2016-09-01,ES,Spain,-0.8459,17.3044,16.6643,16.2984
2016-10-01,ES,Spain,-0.8132,17.9142,17.2586,16.5694
2016-11-01,ES,Spain,-0.7567,18.9672,18.0619,16.8478
2016-12-01,ES,Spain,-0.6496,20.9653,19.2822,17.2479
2017-01-01,ES,Spain,-0.5426,22.9627,20.965,17.8061
2017-02-01,ES,Spain,-0.4742,24.2377,22.7219,18.4712
2017-03-01,ES,Spain,-0.4193,25.2617,24.154,19.2053
2017-04-01,ES,Spain,-0.3648,26.2796,25.2597,19.9935
2017-05-01,ES,Spain,-0.2974,27.5356,26.359,20.8793
2017-06-01,ES,Spain,-0.197,29.4089,27.7414,21.9605
2017-07-01,ES,Spain,-0.0875,31.4514,29.4653,23.2372
2017-08-01,ES,Spain,0.0117,33.3031,31.3878,24.6326
2017-09-01,ES,Spain,0.0937,34.8317,33.1954,26.0932
2017-10-01,ES,Spain,0.1438,35.7667,34.6338,27.581
2017-11-01,ES,Spain,0.1493,35.8694,35.4892,28.9895
2017-12-01,ES,Spain,0.1279,35.4704,35.7021,30.1982
2018-01-01,ES,Spain,0.1282,35.4761,35.6053,31.241
2018-02-01,ES,Spain,0.1927,36.6801,35.8755,32.2779
2018-03-01,ES,Spain,0.3219,39.0898,37.082,33.4302
2018-04-01,ES,Spain,0.4304,41.113,38.961,34.6663
2018-05-01,ES,Spain,0.5305,42.9811,41.0613,35.9535
2018-06-01,ES,Spain,0.6706,45.5946,43.2296,37.3023
2018-07-01,ES,Spain,0.8108,48.2112,45.5956,38.6989
2018-08-01,ES,Spain,0.8927,49.7392,47.8483,40.068600000000004
2018-09-01,ES,Spain,0.9898,51.5503,49.8335,41.4618
2018-10-01,ES,Spain,1.1566,54.6611,51.9835,43.0364
2018-11-01,ES,Spain,1.3977,59.1598,55.1237,44.9772
2018-12-01,ES,Spain,1.7254,65.2733,59.6981,47.4608
2019-01-01,ES,Spain,2.0014,70.4213,64.9514,50.3729
2019-02-01,ES,Spain,2.1101,72.4493,69.3813,53.3537
2019-03-01,ES,Spain,2.1052,72.3588,71.7431,56.1261
2019-04-01,ES,Spain,2.1165,72.5688,72.459,58.7474
2019-05-01,ES,Spain,2.1211,72.6549,72.5275,61.2202
2019-06-01,ES,Spain,2.0574,71.4659,72.2299,63.3762
2019-07-01,ES,Spain,1.972,69.8736,71.3315,65.1814
2019-08-01,ES,Spain,1.9095,68.7074,70.0156,66.762
2019-09-01,ES,Spain,1.8006,66.6756,68.4189,68.0225
2019-10-01,ES,Spain,1.6429,63.7337,66.3722,68.7785
2019-11-01,ES,Spain,1.4224,59.6199,63.3431,68.8169
2019-12-01,ES,Spain,1.1916,55.3137,59.5558,67.9869
2020-01-01,ES,Spain,1.159,54.7064,56.5467,66.6773
2020-02-01,ES,Spain,1.208,55.6204,55.2135,65.2749
2020-03-01,ES,Spain,1.1776,55.0534,55.1267,63.8328
2020-04-01,ES,Spain,1.1124,53.8374,54.837,62.2719
2020-05-01,ES,Spain,1.0393,52.474,53.7883,60.5901
2020-06-01,ES,Spain,0.9677,51.1382,52.4832,58.8961
2020-07-01,ES,Spain,0.9082,50.027,51.2131,57.2423
2020-08-01,ES,Spain,0.8585,49.1002,50.0885,55.6083
2020-09-01,ES,Spain,0.8113,48.2197,49.1156,54.0703
2020-10-01,ES,Spain,0.7827,47.6856,48.3352,52.733
2020-11-01,ES,Spain,0.7916,47.8515,47.9189,51.7523
2020-12-01,ES,Spain,0.6371,44.9701,46.8357,50.8903
2021-01-01,ES,Spain,0.2593,37.9219,43.5812,49.4916
2021-02-01,ES,Spain,-0.0597,31.9717,38.2879,47.5209
2021-03-01,ES,Spain,-0.1776,29.771,33.2215,45.414
2021-04-01,ES,Spain,-0.1892,29.5556,30.4328,43.3905
2021-05-01,ES,Spain,-0.153,30.2303,29.8523,41.5369
2021-06-01,ES,Spain,-0.0723,31.7354,30.5071,39.92
2021-07-01,ES,Spain,3e-4,33.0908,31.6855,38.5086
2021-08-01,ES,Spain,0.1394,35.6843,33.5035,37.3907
2021-09-01,ES,Spain,0.3781,40.1382,36.3044,36.7172
2021-10-01,ES,Spain,0.5296,42.9645,39.5957,36.3238
2021-11-01,ES,Spain,0.5575,43.4853,42.196,35.9599
2021-12-01,ES,Spain,0.639,45.0062,43.8187,35.9629
2022-01-01,ES,Spain,0.8295,48.5586,45.6834,36.8493
2022-02-01,ES,Spain,1.1227,54.03,49.1983,38.6875
2022-03-01,ES,Spain,1.3854,58.9298,53.8395,41.1174
2022-04-01,ES,Spain,1.5342,61.7058,58.2218,43.7966
2022-05-01,ES,Spain,1.6134,63.1829,61.2728,46.5426
2022-06-01,ES,Spain,1.6752,64.3364,63.075,49.2594
2022-07-01,ES,Spain,1.7928,66.5308,64.6833,52.0461
2022-08-01,ES,Spain,1.8867,68.2819,66.383,54.7625
2022-09-01,ES,Spain,1.9288,69.0683,67.9603,57.1734
2022-10-01,ES,Spain,2.0773,71.8372,69.7292,59.5794
2022-11-01,ES,Spain,2.3401,76.7398,72.5485,62.3506
2022-12-01,ES,Spain,2.6208,81.9763,76.8511,65.4315
2023-01-01,ES,Spain,2.881,86.8314,81.8491,68.6209
2023-02-01,ES,Spain,3.0673,90.3061,86.3712,71.6439
2023-03-01,ES,Spain,3.1576,91.9916,89.7097,74.399
2023-04-01,ES,Spain,3.2518,93.7489,92.0155,77.0693
2023-05-01,ES,Spain,3.4192,96.8708,94.2038,79.8766
2023-06-01,ES,Spain,3.5534,99.3754,96.6651,82.7965
2023-07-01,ES,Spain,3.5869,100,98.7487,85.5856
2023-08-01,ES,Spain,3.5457,99.2314,99.5356,88.1648
2023-09-01,ES,Spain,3.469,97.8009,99.0108,90.5592
2023-10-01,ES,Spain,3.3986,96.4869,97.8398,92.6133
2023-11-01,ES,Spain,3.3114,94.8602,96.3827,94.1233
2023-12-01,ES,Spain,3.3413,95.4176,95.5883,95.2434
2024-01-01,ES,Spain,3.4447,97.3482,95.8753,96.1198
2024-02-01,ES,Spain,3.3723,95.9969,96.2542,96.5941
2024-03-01,ES,Spain,3.2665,94.0227,95.7893,96.7633
2024-04-01,ES,Spain,3.2083,92.9375,94.319,96.6957
2024-05-01,ES,Spain,3.0951,90.8253,92.5952,96.1919
2024-06-01,ES,Spain,3.0055,89.1533,90.972,95.3401
2024-07-01,ES,Spain,2.9588,88.2835,89.4207,94.3637
2024-08-01,ES,Spain,2.94,87.932,88.4563,93.4221
2024-09-01,ES,Spain,2.9055,87.288,87.8345,92.546
2024-10-01,ES,Spain,2.808,85.4692,86.8964,91.6279
2024-11-01,ES,Spain,2.6956,83.3722,85.3765,90.6705
2024-12-01,ES,Spain,2.5123,79.9531,82.9315,89.3818
2025-01-01,ES,Spain,2.2603,75.2517,79.5256,87.5405
2025-02-01,ES,Spain,2.1575,73.3346,76.1798,85.6519
2025-03-01,ES,Spain,2.1804,73.7617,74.116,83.9635
2025-04-01,ES,Spain,2.2148,74.4028,73.8331,82.419
2025-05-01,ES,Spain,2.2679,75.3934,74.5193,81.133
2025-06-01,ES,Spain,2.3441,76.8142,75.5368,80.1047
2025-07-01,ES,Spain,2.4679,79.1249,77.1108,79.3415
2025-08-01,ES,Spain,2.5882,81.3691,79.1027,78.7946
2025-09-01,ES,Spain,2.6648,82.7978,81.0973,78.4204
2025-10-01,ES,Spain,2.8279,85.8413,83.336,78.4514
2025-11-01,ES,Spain,3.1489,91.8285,86.8225,79.1561
2025-12-01,ES,Spain,3.3962,96.4428,91.3709,80.5302
2026-01-01,ES,Spain,3.4742,97.8975,95.3896,82.4174
2026-02-01,ES,Spain,3.5284,98.9094,97.7499,84.5486
2026-03-01,ES,Spain,3.5513,99.3366,98.7145,86.6799
2026-04-01,ES,Spain,3.5081,98.5298,98.9252,88.6904
2026-05-01,ES,Spain,3.4406,97.2714,98.3792,90.5136
2026-06-01,ES,Spain,3.3373,95.3433,97.0482,92.0577
2026-07-01,ES,Spain,3.1848,92.4993,95.038,93.1722
2026-08-01,ES,Spain,3.0427,89.8482,92.5636,93.8788
2004-01-01,FR,France,-1.9386,0.78,0.78,0.78
2004-02-01,FR,France,-1.9916,0,0.39,0.39
2004-03-01,FR,France,-1.938,0.7879,0.5226,0.5226
2004-04-01,FR,France,-1.8618,1.9086,0.8988,0.8691
2004-05-01,FR,France,-1.8267,2.4253,1.7073,1.1804
2004-06-01,FR,France,-1.7825,3.0739,2.4693,1.496
2004-07-01,FR,France,-1.7105,4.1336,3.2109,1.8728
2004-08-01,FR,France,-1.6886,4.455,3.8875,2.1956
2004-09-01,FR,France,-1.6914,4.414,4.3342,2.442
2004-10-01,FR,France,-1.6865,4.4858,4.4516,2.6464
2004-11-01,FR,France,-1.6807,4.5713,4.4904,2.8214
2004-12-01,FR,France,-1.674,4.6696,4.5756,2.9754
2005-01-01,FR,France,-1.6337,5.2623,4.8344,3.349
2005-02-01,FR,France,-1.5775,6.089,5.3403,3.8564
2005-03-01,FR,France,-1.5611,6.3294,5.8936,4.3182
2005-04-01,FR,France,-1.5801,6.0502,6.1562,4.6633
2005-05-01,FR,France,-1.579,6.0671,6.1489,4.9668
2005-06-01,FR,France,-1.5818,6.0251,6.0474,5.2127
2005-07-01,FR,France,-1.6215,5.4411,5.8444,5.3216
2005-08-01,FR,France,-1.6319,5.2886,5.5849,5.3911
2005-09-01,FR,France,-1.6206,5.4546,5.3947,5.4778
2005-10-01,FR,France,-1.6244,5.3989,5.3807,5.5539
2005-11-01,FR,France,-1.6373,5.21,5.3545,5.6071
2005-12-01,FR,France,-1.6669,4.7736,5.1275,5.6158
2006-01-01,FR,France,-1.7122,4.1076,4.697,5.5196
2006-02-01,FR,France,-1.7493,3.5626,4.1479,5.309
2006-03-01,FR,France,-1.7522,3.5204,3.7302,5.075
2006-04-01,FR,France,-1.7436,3.6468,3.5766,4.8747
2006-05-01,FR,France,-1.7449,3.6273,3.5982,4.6714
2006-06-01,FR,France,-1.7184,4.0177,3.7639,4.5041
2006-07-01,FR,France,-1.6666,4.778,4.141,4.4488
2006-08-01,FR,France,-1.6422,5.1371,4.6442,4.4362
2006-09-01,FR,France,-1.6424,5.1351,5.0167,4.4096
2006-10-01,FR,France,-1.6336,5.2639,5.1787,4.3983
2006-11-01,FR,France,-1.6112,5.5927,5.3306,4.4302
2006-12-01,FR,France,-1.5615,6.3242,5.7269,4.5594
2007-01-01,FR,France,-1.5025,7.1916,6.3695,4.8165
2007-02-01,FR,France,-1.4779,7.5536,7.0231,5.149
2007-03-01,FR,France,-1.4913,7.3556,7.3669,5.4686
2007-04-01,FR,France,-1.5172,6.9754,7.2949,5.746
2007-05-01,FR,France,-1.5559,6.4069,6.9126,5.9776
2007-06-01,FR,France,-1.6081,5.6393,6.3405,6.1128
2007-07-01,FR,France,-1.6388,5.1867,5.7443,6.1468
2007-08-01,FR,France,-1.6294,5.326,5.384,6.1626
2007-09-01,FR,France,-1.5972,5.7997,5.4375,6.218
2007-10-01,FR,France,-1.5612,6.3287,5.8181,6.3067
2007-11-01,FR,France,-1.5397,6.6446,6.2577,6.3944
2007-12-01,FR,France,-1.544,6.5819,6.5184,6.4158
2008-01-01,FR,France,-1.5399,6.641,6.6225,6.37
2008-02-01,FR,France,-1.4738,7.614,6.9457,6.375
2008-03-01,FR,France,-1.371,9.1245,7.7932,6.5224
2008-04-01,FR,France,-1.2047,11.5698,9.4361,6.9053
2008-05-01,FR,France,-1.0172,14.3268,11.6737,7.5653
2008-06-01,FR,France,-0.9209,15.7428,13.8798,8.4072
2008-07-01,FR,France,-0.917,15.8005,15.29,9.2917
2008-08-01,FR,France,-0.9335,15.5571,15.7001,10.1443
2008-09-01,FR,France,-0.9349,15.5377,15.6317,10.9558
2008-10-01,FR,France,-0.9446,15.3948,15.4965,11.7113
2008-11-01,FR,France,-0.9673,15.0613,15.3313,12.4127
2008-12-01,FR,France,-0.9733,14.9725,15.1428,13.1119
2009-01-01,FR,France,-0.9722,14.9885,15.0074,13.8075
2009-02-01,FR,France,-1.037,14.0358,14.6656,14.3427
2009-03-01,FR,France,-1.1333,12.6197,13.8813,14.6339
2009-04-01,FR,France,-1.2859,10.3765,12.344,14.5345
2009-05-01,FR,France,-1.42,8.4046,10.4669,14.041
2009-06-01,FR,France,-1.4133,8.5023,9.0945,13.4376
2009-07-01,FR,France,-1.313,9.9777,8.9616,12.9524
2009-08-01,FR,France,-1.2387,11.0705,9.8502,12.5785
2009-09-01,FR,France,-1.2071,11.535,10.8611,12.2449
2009-10-01,FR,France,-1.1601,12.2261,11.6105,11.9809
2009-11-01,FR,France,-1.0564,13.7508,12.504,11.8717
2009-12-01,FR,France,-0.9549,15.2423,13.7397,11.8942
2010-01-01,FR,France,-0.9351,15.5337,14.8423,11.9396
2010-02-01,FR,France,-0.8973,16.0892,15.6217,12.1107
2010-03-01,FR,France,-0.7718,17.9345,16.5191,12.5536
2010-04-01,FR,France,-0.6383,19.8985,17.9741,13.3471
2010-05-01,FR,France,-0.608,20.3439,19.3923,14.342
2010-06-01,FR,France,-0.6675,19.4686,19.9036,15.2559
2010-07-01,FR,France,-0.7357,18.4656,19.426,15.9632
2010-08-01,FR,France,-0.7594,18.1172,18.6838,16.5505
2010-09-01,FR,France,-0.7608,18.0963,18.2264,17.0972
2010-10-01,FR,France,-0.7968,17.5677,17.9271,17.5424
2010-11-01,FR,France,-0.891,16.1822,17.2821,17.745
2010-12-01,FR,France,-0.9565,15.2201,16.3233,17.7431
2011-01-01,FR,France,-0.9045,15.984,15.7955,17.7807
2011-02-01,FR,France,-0.8315,17.0579,16.0874,17.8614
2011-03-01,FR,France,-0.8565,16.6905,16.5775,17.7577
2011-04-01,FR,France,-0.8775,16.3812,16.7098,17.4646
2011-05-01,FR,France,-0.8157,17.2894,16.787,17.2101
2011-06-01,FR,France,-0.7699,17.9626,17.2111,17.0846
2011-07-01,FR,France,-0.7572,18.1492,17.8004,17.0582
2011-08-01,FR,France,-0.7366,18.4523,18.188,17.0861
2011-09-01,FR,France,-0.7009,18.978,18.5265,17.1596
2011-10-01,FR,France,-0.5957,20.5244,19.3182,17.406
2011-11-01,FR,France,-0.4108,23.243,20.9151,17.9944
2011-12-01,FR,France,-0.2592,25.4725,23.08,18.8487
2012-01-01,FR,France,-0.2078,26.2284,24.9813,19.7024
2012-02-01,FR,France,-0.2004,26.3361,26.0123,20.4756
2012-03-01,FR,France,-0.1758,26.6985,26.421,21.3096
2012-04-01,FR,France,-0.1533,27.0286,26.6877,22.1969
2012-05-01,FR,France,-0.1059,27.7266,27.1512,23.0667
2012-06-01,FR,France,0.0172,29.536,28.0971,24.0311
2012-07-01,FR,France,0.1163,30.9925,29.4184,25.1014
2012-08-01,FR,France,0.1328,31.2356,30.588,26.1667
2012-09-01,FR,France,0.1183,31.0232,31.0838,27.1704
2012-10-01,FR,France,0.0532,30.0648,30.7745,27.9655
2012-11-01,FR,France,-0.0926,27.9212,29.6697,28.3553
2012-12-01,FR,France,-0.2441,25.6935,27.8932,28.3737
2013-01-01,FR,France,-0.3387,24.3035,25.9727,28.2133
2013-02-01,FR,France,-0.3925,23.5128,24.5032,27.9781
2013-03-01,FR,France,-0.4304,22.9543,23.5902,27.666
2013-04-01,FR,France,-0.4727,22.3324,22.9332,27.2747
2013-05-01,FR,France,-0.5687,20.921,22.0693,26.7076
2013-06-01,FR,France,-0.7197,18.701,20.6515,25.8046
2013-07-01,FR,France,-0.8312,17.0618,18.8946,24.6438
2013-08-01,FR,France,-0.861,16.6234,17.4621,23.4261
2013-09-01,FR,France,-0.8549,16.7139,16.7997,22.2336
2013-10-01,FR,France,-0.8516,16.7614,16.6996,21.125
2013-11-01,FR,France,-0.8455,16.8511,16.7755,20.2025
2013-12-01,FR,France,-0.8376,16.9671,16.8599,19.4753
2014-01-01,FR,France,-0.835,17.0066,16.9416,18.8672
2014-02-01,FR,France,-0.8333,17.0306,17.0014,18.3271
2014-03-01,FR,France,-0.83,17.0798,17.039,17.8375
2014-04-01,FR,France,-0.8218,17.2006,17.1037,17.4099
2014-05-01,FR,France,-0.8191,17.2389,17.1731,17.103
2014-06-01,FR,France,-0.8175,17.263,17.2342,16.9832
2014-07-01,FR,France,-0.8125,17.3365,17.2795,17.0061
2014-08-01,FR,France,-0.8255,17.1451,17.2482,17.0496
2014-09-01,FR,France,-0.8533,16.7373,17.0729,17.0515
2014-10-01,FR,France,-0.8691,16.504,16.7954,17.03
2014-11-01,FR,France,-0.8501,16.7846,16.6753,17.0245
2014-12-01,FR,France,-0.7978,17.5522,16.9469,17.0733
2015-01-01,FR,France,-0.7594,18.1175,17.4848,17.1658
2015-02-01,FR,France,-0.7556,18.1729,17.9475,17.261
2015-03-01,FR,France,-0.7577,18.1422,18.1442,17.3496
2015-04-01,FR,France,-0.7477,18.2891,18.2014,17.4403
2015-05-01,FR,France,-0.7011,18.974,18.4685,17.5849
2015-06-01,FR,France,-0.6214,20.1471,19.1367,17.8252
2015-07-01,FR,France,-0.5465,21.2479,20.123,18.1512
2015-08-01,FR,France,-0.5002,21.9287,21.1079,18.5498
2015-09-01,FR,France,-0.4816,22.2023,21.793,19.0052
2015-10-01,FR,France,-0.4667,22.4216,22.1842,19.4983
2015-11-01,FR,France,-0.4738,22.3166,22.3135,19.9593
2015-12-01,FR,France,-0.5324,21.4555,22.0646,20.2846
2016-01-01,FR,France,-0.5884,20.631,21.4677,20.4941
2016-02-01,FR,France,-0.5946,20.5401,20.8756,20.6914
2016-03-01,FR,France,-0.5988,20.479,20.5501,20.8861
2016-04-01,FR,France,-0.6206,20.1589,20.3927,21.0419
2016-05-01,FR,France,-0.6317,19.9946,20.2109,21.127
2016-06-01,FR,France,-0.6484,19.7495,19.9677,21.0938
2016-07-01,FR,France,-0.6877,19.1711,19.6384,20.9208
2016-08-01,FR,France,-0.7144,18.7791,19.2332,20.6583
2016-09-01,FR,France,-0.713,18.7993,18.9165,20.3747
2016-10-01,FR,France,-0.7139,18.7866,18.7883,20.0718
2016-11-01,FR,France,-0.7232,18.65,18.7453,19.7662
2016-12-01,FR,France,-0.7272,18.5915,18.676,19.5276
2017-01-01,FR,France,-0.7345,18.4829,18.5748,19.3485
2017-02-01,FR,France,-0.7434,18.3524,18.4756,19.1662
2017-03-01,FR,France,-0.7284,18.5738,18.4697,19.0075
2017-04-01,FR,France,-0.6995,18.9987,18.6416,18.9108
2017-05-01,FR,France,-0.708,18.8727,18.815,18.8173
2017-06-01,FR,France,-0.7407,18.3926,18.7546,18.7042
2017-07-01,FR,France,-0.7606,18.0999,18.455,18.6149
2017-08-01,FR,France,-0.7681,17.9897,18.1607,18.5492
2017-09-01,FR,France,-0.7749,17.8893,17.993,18.4733
2017-10-01,FR,France,-0.795,17.5934,17.8241,18.3739
2017-11-01,FR,France,-0.8569,16.6841,17.389,18.2101
2017-12-01,FR,France,-0.8741,16.4303,16.9026,18.03
2018-01-01,FR,France,-0.8302,17.0759,16.7301,17.9127
2018-02-01,FR,France,-0.7789,17.8313,17.1125,17.8693
2018-03-01,FR,France,-0.7703,17.9567,17.6213,17.8179
2018-04-01,FR,France,-0.7632,18.0609,17.9496,17.7397
2018-05-01,FR,France,-0.7511,18.2396,18.0857,17.687
2018-06-01,FR,France,-0.7504,18.2498,18.1834,17.6751
2018-07-01,FR,France,-0.7393,18.4125,18.3006,17.7011
2018-08-01,FR,France,-0.6868,19.1853,18.6159,17.8008
2018-09-01,FR,France,-0.5989,20.4775,19.3584,18.0164
2018-10-01,FR,France,-0.4658,22.4345,20.6991,18.4199
2018-11-01,FR,France,-0.1404,27.2193,23.3771,19.2978
2018-12-01,FR,France,0.2744,33.3181,27.6573,20.7051
2019-01-01,FR,France,0.4932,36.5356,32.3577,22.3268
2019-02-01,FR,France,0.5535,37.4207,35.7581,23.9592
2019-03-01,FR,France,0.63,38.5461,37.5008,25.675
2019-04-01,FR,France,0.6667,39.0861,38.351,27.4271
2019-05-01,FR,France,0.6757,39.2184,38.9502,29.1753
2019-06-01,FR,France,0.6816,39.3049,39.2031,30.9299
2019-07-01,FR,France,0.6758,39.2196,39.2476,32.6638
2019-08-01,FR,France,0.6303,38.55,39.0248,34.2776
2019-09-01,FR,France,0.5183,36.9042,38.2246,35.6464
2019-10-01,FR,France,0.3861,34.9596,36.8046,36.6902
2019-11-01,FR,France,0.1404,31.3469,34.4036,37.0342
2019-12-01,FR,France,-0.1894,26.4986,30.935,36.4659
2020-01-01,FR,France,-0.3455,24.2037,27.3497,35.4382
2020-02-01,FR,France,-0.3348,24.3606,25.021,34.3499
2020-03-01,FR,France,-0.3755,23.7624,24.1089,33.1179
2020-04-01,FR,France,-0.3959,23.4617,23.8615,31.8159
2020-05-01,FR,France,-0.2764,25.219,24.1477,30.6493
2020-06-01,FR,France,0.0211,29.5938,26.0915,29.84
2020-07-01,FR,France,0.3688,34.7056,29.8394,29.4638
2020-08-01,FR,France,0.6145,38.3178,34.2057,29.4445
2020-09-01,FR,France,0.8123,41.2268,38.0834,29.8047
2020-10-01,FR,France,0.9942,43.9013,41.1486,30.5498
2020-11-01,FR,France,1.1253,45.8284,43.6522,31.7566
2020-12-01,FR,France,1.1709,46.4989,45.4095,33.4233
2021-01-01,FR,France,1.1796,46.627,46.3181,35.2919
2021-02-01,FR,France,1.1991,46.9139,46.68,37.1714
2021-03-01,FR,France,1.3604,49.2851,47.6087,39.2983
2021-04-01,FR,France,1.6082,52.9292,49.7094,41.7539
2021-05-01,FR,France,1.7105,54.4329,52.2157,44.1884
2021-06-01,FR,France,1.5753,52.446,53.2693,46.0927
2021-07-01,FR,France,1.3742,49.4883,52.1224,47.3246
2021-08-01,FR,France,1.3806,49.5829,50.5057,48.2634
2021-09-01,FR,France,1.6398,53.3935,50.8216,49.2773
2021-10-01,FR,France,1.9614,58.1224,53.6996,50.4624
2021-11-01,FR,France,2.2545,62.4325,57.9828,51.846
2021-12-01,FR,France,2.5629,66.9666,62.5072,53.5517
2022-01-01,FR,France,2.8794,71.6201,67.0064,55.6344
2022-02-01,FR,France,3.1848,76.1111,71.5659,58.0675
2022-03-01,FR,France,3.4261,79.6577,75.7963,60.5986
2022-04-01,FR,France,3.5912,82.0859,79.2849,63.0283
2022-05-01,FR,France,3.804,85.2147,82.3195,65.5935
2022-06-01,FR,France,4.1472,90.2609,85.8539,68.7447
2022-07-01,FR,France,4.56,96.3296,90.6018,72.6482
2022-08-01,FR,France,4.8096,100,95.5302,76.8496
2022-09-01,FR,France,4.769,99.4034,98.5777,80.6838
2022-10-01,FR,France,4.6217,97.2372,98.8802,83.9433
2022-11-01,FR,France,4.5462,96.127,97.5892,86.7512
2022-12-01,FR,France,4.5729,96.5193,96.6278,89.2139
2023-01-01,FR,France,4.6149,97.1377,96.5947,91.3404
2023-02-01,FR,France,4.5527,96.2232,96.6268,93.0164
2023-03-01,FR,France,4.4894,95.2926,96.2179,94.3193
2023-04-01,FR,France,4.5103,95.6001,95.7053,95.4455
2023-05-01,FR,France,4.5038,95.5044,95.4657,96.303
2023-06-01,FR,France,4.3637,93.4446,94.8497,96.5683
2023-07-01,FR,France,4.1083,89.6895,92.8795,96.0149
2023-08-01,FR,France,3.9242,86.9816,90.0386,94.9301
2023-09-01,FR,France,3.8563,85.9836,87.5516,93.8117
2023-10-01,FR,France,3.7837,84.9167,85.9606,92.785
2023-11-01,FR,France,3.7116,83.8556,84.9186,91.7624
2023-12-01,FR,France,3.6306,82.6652,83.8125,90.6079
2024-01-01,FR,France,3.5512,81.4969,82.6726,89.3045
2024-02-01,FR,France,3.5268,81.1394,81.7672,88.0475
2024-03-01,FR,France,3.3819,79.0082,80.5482,86.6905
2024-04-01,FR,France,3.048,74.0987,78.0821,84.8987
2024-05-01,FR,France,2.7377,69.536,74.2143,82.7347
2024-06-01,FR,France,2.5759,67.1575,70.2641,80.5441
2024-07-01,FR,France,2.5024,66.0772,67.5902,78.5764
2024-08-01,FR,France,2.3865,64.3721,65.8689,76.6923
2024-09-01,FR,France,2.2642,62.574,64.3411,74.7415
2024-10-01,FR,France,2.2717,62.6845,63.2102,72.8888
2024-11-01,FR,France,2.2497,62.3607,62.5397,71.0975
2024-12-01,FR,France,2.0819,59.8935,61.6462,69.1999
2025-01-01,FR,France,1.8458,56.4226,59.5589,67.1104
2025-02-01,FR,France,1.6294,53.2403,56.5188,64.7854
2025-03-01,FR,France,1.5065,51.4344,53.6991,62.4876
2025-04-01,FR,France,1.4346,50.3767,51.6838,60.5108
2025-05-01,FR,France,1.3108,48.5565,50.1225,58.7625
2025-06-01,FR,France,1.1402,46.0473,48.3268,57.0033
2025-07-01,FR,France,0.9848,43.7631,46.1223,55.1438
2025-08-01,FR,France,0.8585,41.9062,43.9055,53.2716
2025-09-01,FR,France,0.6698,39.1318,41.6004,51.3181
2025-10-01,FR,France,0.4183,35.4333,38.8238,49.0472
2025-11-01,FR,France,0.2507,32.9697,35.8449,46.5979
2025-12-01,FR,France,0.1964,32.1713,33.5248,44.2878
2026-01-01,FR,France,0.1641,31.6966,32.2792,42.2273
2026-02-01,FR,France,0.1274,31.1557,31.6745,40.3869
2026-03-01,FR,France,0.0909,30.6193,31.1572,38.6523
2026-04-01,FR,France,0.1451,31.4162,31.0637,37.0722
2026-05-01,FR,France,0.3344,34.1997,32.0784,35.8758
2026-06-01,FR,France,0.4767,36.2927,33.9695,35.063
2026-07-01,FR,France,0.4985,36.6131,35.7018,34.4671
2026-08-01,FR,France,0.4851,36.4162,36.4407,34.0096
2004-01-01,IT,Italy,-1.4305,0.3122,0.3122,0.3122
2004-02-01,IT,Italy,-1.4473,0,0.1561,0.1561
2004-03-01,IT,Italy,-1.4291,0.3384,0.2169,0.2169
2004-04-01,IT,Italy,-1.4296,0.3295,0.2227,0.245
2004-05-01,IT,Italy,-1.4389,0.1568,0.2749,0.2274
2004-06-01,IT,Italy,-1.4111,0.6725,0.3863,0.3016
2004-07-01,IT,Italy,-1.3514,1.7818,0.8704,0.513
2004-08-01,IT,Italy,-1.3297,2.1847,1.5463,0.722
2004-09-01,IT,Italy,-1.3439,1.9213,1.9626,0.8552
2004-10-01,IT,Italy,-1.3557,1.7025,1.9361,0.94
2004-11-01,IT,Italy,-1.3667,1.4973,1.707,0.9906
2004-12-01,IT,Italy,-1.3561,1.6939,1.6312,1.0492
2005-01-01,IT,Italy,-1.3243,2.2849,1.8254,1.2136
