Date,Country,Geo,Term,Interest
2010-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,13.94
2010-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,13.77
2010-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,13.41
2010-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,12.95
2010-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,12.52
2010-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,12.13
2010-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,11.8
2010-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,11.52
2010-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,10.64
2010-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,9.57
2011-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,10.45
2011-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,12.33
2011-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,14.09
2011-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,15.31
2011-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.26
2011-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,17.16
2011-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,17.38
2011-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.93
2011-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.57
2011-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.29
2011-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.14
2011-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.36
2012-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.29
2012-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,15.04
2012-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,12.92
2012-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,11.08
2012-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,9.71
2012-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,8.34
2012-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,8.15
2012-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,9.14
2012-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,9.49
2012-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,9.2
2012-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,9.02
2012-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,8.51
2013-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,7.7
2013-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,7.51
2013-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,7.72
2013-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,7.74
2013-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,7.66
2013-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,7.65
2013-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,7.04
2013-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.75
2013-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.31
2013-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.66
2013-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.66
2013-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.61
2014-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.32
2014-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,4.87
2014-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,4.89
2014-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.13
2014-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5
2014-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.06
2014-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.33
2014-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.59
2014-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.28
2014-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,4.41
2014-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,3.82
2014-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,3.65
2015-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,4.35
2015-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,5.78
2015-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,6.99
2015-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,7.82
2015-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,8.92
2015-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,9.54
2015-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,9.77
2015-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,10.03
2015-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,10.66
2015-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,12.49
2015-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,14.96
2015-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.63
2016-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,17.08
2016-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.77
2016-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.25
2016-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16
2016-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,15.95
2016-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,15.81
2016-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,15.72
2016-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.41
2016-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,17.75
2016-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,17.93
2016-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.79
2016-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.54
2017-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,17.47
2017-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,18.38
2017-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,19.83
2017-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,21.6
2017-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,22.94
2017-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,24.58
2017-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,26.4
2017-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,27.54
2017-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,28
2017-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,28.59
2017-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,30.02
2017-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,31.37
2018-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,32.15
2018-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,33.19
2018-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,33.92
2018-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,34.13
2018-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,34.98
2018-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,36.82
2018-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,38.75
2018-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,39.87
2018-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,40.35
2018-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,40.87
2018-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,41.47
2018-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,42.27
2019-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,43.23
2019-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,43.58
2019-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,43.57
2019-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,43.75
2019-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,43.33
2019-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,41.64
2019-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,39.91
2019-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,39
2019-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,38.47
2019-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,38.2
2019-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,37.48
2019-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,36.27
2020-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,35.57
2020-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,34.92
2020-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,33.74
2020-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,32.18
2020-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,30.44
2020-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,28.95
2020-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,27.62
2020-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,26.7
2020-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,25.88
2020-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,24.6
2020-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,23.94
2020-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,22.67
2021-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,19.52
2021-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.74
2021-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.1
2021-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,16.39
2021-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,17.67
2021-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,19.21
2021-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,20.17
2021-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,21.15
2021-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,22.74
2021-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,24.27
2021-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,24.69
2021-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,26.02
2022-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,30.18
2022-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,36.14
2022-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,41.61
2022-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,46.09
2022-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,49.27
2022-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,52.61
2022-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,57.23
2022-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,61.69
2022-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,65.5
2022-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,70.46
2022-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,77.18
2022-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,83.91
2023-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,88.63
2023-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,90.83
2023-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,91.52
2023-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,93.05
2023-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,96.58
2023-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,99.57
2023-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,100
2023-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,99.16
2023-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,98.7
2023-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,98.17
2023-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,96.04
2023-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,94.17
2024-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,94.26
2024-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,94.11
2024-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,92.97
2024-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,90.69
2024-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,86.05
2024-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,81.39
2024-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,79.11
2024-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,78.66
2024-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,78.11
2024-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,76.3
2024-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,74.31
2024-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,72.18
2025-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,68.91
2025-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,66.38
2025-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,65.78
2025-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,66.45
2025-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,68.39
2025-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,70.94
2025-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,73.48
2025-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,75.41
2025-09-01,Spain,ES,convenio colectivo subida + subida salarial convenio,76.05
2025-10-01,Spain,ES,convenio colectivo subida + subida salarial convenio,77.28
2025-11-01,Spain,ES,convenio colectivo subida + subida salarial convenio,80.89
2025-12-01,Spain,ES,convenio colectivo subida + subida salarial convenio,84.43
2026-01-01,Spain,ES,convenio colectivo subida + subida salarial convenio,86.15
2026-02-01,Spain,ES,convenio colectivo subida + subida salarial convenio,87.95
2026-03-01,Spain,ES,convenio colectivo subida + subida salarial convenio,89.8
2026-04-01,Spain,ES,convenio colectivo subida + subida salarial convenio,90.45
2026-05-01,Spain,ES,convenio colectivo subida + subida salarial convenio,90.51
2026-06-01,Spain,ES,convenio colectivo subida + subida salarial convenio,89.96
2026-07-01,Spain,ES,convenio colectivo subida + subida salarial convenio,88.16
2026-08-01,Spain,ES,convenio colectivo subida + subida salarial convenio,85.73
2004-01-01,Spain,ES,revisión salarial + revalorización salarial,1.04
2004-02-01,Spain,ES,revisión salarial + revalorización salarial,0.39
2004-03-01,Spain,ES,revisión salarial + revalorización salarial,0.17
2004-04-01,Spain,ES,revisión salarial + revalorización salarial,0.06
2004-05-01,Spain,ES,revisión salarial + revalorización salarial,0
2004-06-01,Spain,ES,revisión salarial + revalorización salarial,16.43
2004-07-01,Spain,ES,revisión salarial + revalorización salarial,27.16
2004-08-01,Spain,ES,revisión salarial + revalorización salarial,29.8
2004-09-01,Spain,ES,revisión salarial + revalorización salarial,30.75
2004-10-01,Spain,ES,revisión salarial + revalorización salarial,31.63
2004-11-01,Spain,ES,revisión salarial + revalorización salarial,33.6
2004-12-01,Spain,ES,revisión salarial + revalorización salarial,34.6
2005-01-01,Spain,ES,revisión salarial + revalorización salarial,34.53
2005-02-01,Spain,ES,revisión salarial + revalorización salarial,36.25
2005-03-01,Spain,ES,revisión salarial + revalorización salarial,48.6
2005-04-01,Spain,ES,revisión salarial + revalorización salarial,69.52
2005-05-01,Spain,ES,revisión salarial + revalorización salarial,84.46
2005-06-01,Spain,ES,revisión salarial + revalorización salarial,80.07
2005-07-01,Spain,ES,revisión salarial + revalorización salarial,74.68
2005-08-01,Spain,ES,revisión salarial + revalorización salarial,74.57
2005-09-01,Spain,ES,revisión salarial + revalorización salarial,74.42
2005-10-01,Spain,ES,revisión salarial + revalorización salarial,74.22
2005-11-01,Spain,ES,revisión salarial + revalorización salarial,74.02
2005-12-01,Spain,ES,revisión salarial + revalorización salarial,77.76
2006-01-01,Spain,ES,revisión salarial + revalorización salarial,89.38
2006-02-01,Spain,ES,revisión salarial + revalorización salarial,100
2006-03-01,Spain,ES,revisión salarial + revalorización salarial,94.55
2006-04-01,Spain,ES,revisión salarial + revalorización salarial,75.27
2006-05-01,Spain,ES,revisión salarial + revalorización salarial,64.02
2006-06-01,Spain,ES,revisión salarial + revalorización salarial,66.23
2006-07-01,Spain,ES,revisión salarial + revalorización salarial,68.85
2006-08-01,Spain,ES,revisión salarial + revalorización salarial,71.04
2006-09-01,Spain,ES,revisión salarial + revalorización salarial,76.99
2006-10-01,Spain,ES,revisión salarial + revalorización salarial,82.04
2006-11-01,Spain,ES,revisión salarial + revalorización salarial,83.22
2006-12-01,Spain,ES,revisión salarial + revalorización salarial,78.97
2007-01-01,Spain,ES,revisión salarial + revalorización salarial,69.62
2007-02-01,Spain,ES,revisión salarial + revalorización salarial,61.5
2007-03-01,Spain,ES,revisión salarial + revalorización salarial,60.43
2007-04-01,Spain,ES,revisión salarial + revalorización salarial,64.46
2007-05-01,Spain,ES,revisión salarial + revalorización salarial,66.15
2007-06-01,Spain,ES,revisión salarial + revalorización salarial,67.35
2007-07-01,Spain,ES,revisión salarial + revalorización salarial,71.35
2007-08-01,Spain,ES,revisión salarial + revalorización salarial,72.15
2007-09-01,Spain,ES,revisión salarial + revalorización salarial,68.69
2007-10-01,Spain,ES,revisión salarial + revalorización salarial,66.52
2007-11-01,Spain,ES,revisión salarial + revalorización salarial,67.61
2007-12-01,Spain,ES,revisión salarial + revalorización salarial,71.41
2008-01-01,Spain,ES,revisión salarial + revalorización salarial,77.19
2008-02-01,Spain,ES,revisión salarial + revalorización salarial,80.17
2008-03-01,Spain,ES,revisión salarial + revalorización salarial,80.22
2008-04-01,Spain,ES,revisión salarial + revalorización salarial,81.41
2008-05-01,Spain,ES,revisión salarial + revalorización salarial,83.21
2008-06-01,Spain,ES,revisión salarial + revalorización salarial,81.4
2008-07-01,Spain,ES,revisión salarial + revalorización salarial,77.58
2008-08-01,Spain,ES,revisión salarial + revalorización salarial,76.63
2008-09-01,Spain,ES,revisión salarial + revalorización salarial,76.71
2008-10-01,Spain,ES,revisión salarial + revalorización salarial,76.68
2008-11-01,Spain,ES,revisión salarial + revalorización salarial,76.14
2008-12-01,Spain,ES,revisión salarial + revalorización salarial,74.07
2009-01-01,Spain,ES,revisión salarial + revalorización salarial,70.67
2009-02-01,Spain,ES,revisión salarial + revalorización salarial,67.78
2009-03-01,Spain,ES,revisión salarial + revalorización salarial,65.72
2009-04-01,Spain,ES,revisión salarial + revalorización salarial,61.72
2009-05-01,Spain,ES,revisión salarial + revalorización salarial,57.23
2009-06-01,Spain,ES,revisión salarial + revalorización salarial,55
2009-07-01,Spain,ES,revisión salarial + revalorización salarial,52.8
2009-08-01,Spain,ES,revisión salarial + revalorización salarial,49.18
2009-09-01,Spain,ES,revisión salarial + revalorización salarial,45.52
2009-10-01,Spain,ES,revisión salarial + revalorización salarial,41.15
2009-11-01,Spain,ES,revisión salarial + revalorización salarial,37.23
2009-12-01,Spain,ES,revisión salarial + revalorización salarial,34.75
2010-01-01,Spain,ES,revisión salarial + revalorización salarial,31.45
2010-02-01,Spain,ES,revisión salarial + revalorización salarial,27.32
2010-03-01,Spain,ES,revisión salarial + revalorización salarial,24.78
2010-04-01,Spain,ES,revisión salarial + revalorización salarial,23.83
2010-05-01,Spain,ES,revisión salarial + revalorización salarial,22.12
2010-06-01,Spain,ES,revisión salarial + revalorización salarial,20.12
2010-07-01,Spain,ES,revisión salarial + revalorización salarial,19.3
2010-08-01,Spain,ES,revisión salarial + revalorización salarial,19.67
2010-09-01,Spain,ES,revisión salarial + revalorización salarial,21.48
2010-10-01,Spain,ES,revisión salarial + revalorización salarial,23.48
2010-11-01,Spain,ES,revisión salarial + revalorización salarial,24.67
2010-12-01,Spain,ES,revisión salarial + revalorización salarial,25.97
2011-01-01,Spain,ES,revisión salarial + revalorización salarial,29.55
2011-02-01,Spain,ES,revisión salarial + revalorización salarial,34.86
2011-03-01,Spain,ES,revisión salarial + revalorización salarial,37.42
2011-04-01,Spain,ES,revisión salarial + revalorización salarial,38.27
2011-05-01,Spain,ES,revisión salarial + revalorización salarial,40.69
2011-06-01,Spain,ES,revisión salarial + revalorización salarial,42.92
2011-07-01,Spain,ES,revisión salarial + revalorización salarial,44.04
2011-08-01,Spain,ES,revisión salarial + revalorización salarial,44.48
2011-09-01,Spain,ES,revisión salarial + revalorización salarial,43.61
2011-10-01,Spain,ES,revisión salarial + revalorización salarial,42.85
2011-11-01,Spain,ES,revisión salarial + revalorización salarial,42.04
2011-12-01,Spain,ES,revisión salarial + revalorización salarial,39.78
2012-01-01,Spain,ES,revisión salarial + revalorización salarial,35.53
2012-02-01,Spain,ES,revisión salarial + revalorización salarial,30.36
2012-03-01,Spain,ES,revisión salarial + revalorización salarial,28.16
2012-04-01,Spain,ES,revisión salarial + revalorización salarial,28.25
2012-05-01,Spain,ES,revisión salarial + revalorización salarial,27.31
2012-06-01,Spain,ES,revisión salarial + revalorización salarial,25.35
2012-07-01,Spain,ES,revisión salarial + revalorización salarial,23.16
2012-08-01,Spain,ES,revisión salarial + revalorización salarial,21.3
2012-09-01,Spain,ES,revisión salarial + revalorización salarial,19.99
2012-10-01,Spain,ES,revisión salarial + revalorización salarial,18.65
2012-11-01,Spain,ES,revisión salarial + revalorización salarial,17.91
2012-12-01,Spain,ES,revisión salarial + revalorización salarial,18.02
2013-01-01,Spain,ES,revisión salarial + revalorización salarial,19.23
2013-02-01,Spain,ES,revisión salarial + revalorización salarial,21.21
2013-03-01,Spain,ES,revisión salarial + revalorización salarial,21.32
2013-04-01,Spain,ES,revisión salarial + revalorización salarial,19.33
2013-05-01,Spain,ES,revisión salarial + revalorización salarial,17.61
2013-06-01,Spain,ES,revisión salarial + revalorización salarial,17.62
2013-07-01,Spain,ES,revisión salarial + revalorización salarial,18.69
2013-08-01,Spain,ES,revisión salarial + revalorización salarial,18.55
2013-09-01,Spain,ES,revisión salarial + revalorización salarial,17.27
2013-10-01,Spain,ES,revisión salarial + revalorización salarial,16.02
2013-11-01,Spain,ES,revisión salarial + revalorización salarial,14.58
2013-12-01,Spain,ES,revisión salarial + revalorización salarial,12.91
2014-01-01,Spain,ES,revisión salarial + revalorización salarial,11.01
2014-02-01,Spain,ES,revisión salarial + revalorización salarial,8.69
2014-03-01,Spain,ES,revisión salarial + revalorización salarial,6.95
2014-04-01,Spain,ES,revisión salarial + revalorización salarial,6.1
2014-05-01,Spain,ES,revisión salarial + revalorización salarial,5.34
2014-06-01,Spain,ES,revisión salarial + revalorización salarial,3.87
2014-07-01,Spain,ES,revisión salarial + revalorización salarial,2
2014-08-01,Spain,ES,revisión salarial + revalorización salarial,1.17
2014-09-01,Spain,ES,revisión salarial + revalorización salarial,1.31
2014-10-01,Spain,ES,revisión salarial + revalorización salarial,1.47
2014-11-01,Spain,ES,revisión salarial + revalorización salarial,1.58
2014-12-01,Spain,ES,revisión salarial + revalorización salarial,2.26
2015-01-01,Spain,ES,revisión salarial + revalorización salarial,3.24
2015-02-01,Spain,ES,revisión salarial + revalorización salarial,4.34
2015-03-01,Spain,ES,revisión salarial + revalorización salarial,5.62
2015-04-01,Spain,ES,revisión salarial + revalorización salarial,6.64
2015-05-01,Spain,ES,revisión salarial + revalorización salarial,7.3
2015-06-01,Spain,ES,revisión salarial + revalorización salarial,7.47
2015-07-01,Spain,ES,revisión salarial + revalorización salarial,7.39
2015-08-01,Spain,ES,revisión salarial + revalorización salarial,7.4
2015-09-01,Spain,ES,revisión salarial + revalorización salarial,7.39
2015-10-01,Spain,ES,revisión salarial + revalorización salarial,7.39
2015-11-01,Spain,ES,revisión salarial + revalorización salarial,7.41
2015-12-01,Spain,ES,revisión salarial + revalorización salarial,7.44
2016-01-01,Spain,ES,revisión salarial + revalorización salarial,7.53
2016-02-01,Spain,ES,revisión salarial + revalorización salarial,6.91
2016-03-01,Spain,ES,revisión salarial + revalorización salarial,5.63
2016-04-01,Spain,ES,revisión salarial + revalorización salarial,4.61
2016-05-01,Spain,ES,revisión salarial + revalorización salarial,4.49
2016-06-01,Spain,ES,revisión salarial + revalorización salarial,5.66
2016-07-01,Spain,ES,revisión salarial + revalorización salarial,6.5
2016-08-01,Spain,ES,revisión salarial + revalorización salarial,6.52
2016-09-01,Spain,ES,revisión salarial + revalorización salarial,6.46
2016-10-01,Spain,ES,revisión salarial + revalorización salarial,6.4
2016-11-01,Spain,ES,revisión salarial + revalorización salarial,6.34
2016-12-01,Spain,ES,revisión salarial + revalorización salarial,5.65
2017-01-01,Spain,ES,revisión salarial + revalorización salarial,4.58
2017-02-01,Spain,ES,revisión salarial + revalorización salarial,4.1
2017-03-01,Spain,ES,revisión salarial + revalorización salarial,4.66
2017-04-01,Spain,ES,revisión salarial + revalorización salarial,5.97
2017-05-01,Spain,ES,revisión salarial + revalorización salarial,6.03
2017-06-01,Spain,ES,revisión salarial + revalorización salarial,4.64
2017-07-01,Spain,ES,revisión salarial + revalorización salarial,3.82
2017-08-01,Spain,ES,revisión salarial + revalorización salarial,3.74
2017-09-01,Spain,ES,revisión salarial + revalorización salarial,3.66
2017-10-01,Spain,ES,revisión salarial + revalorización salarial,3.58
2017-11-01,Spain,ES,revisión salarial + revalorización salarial,3.49
2017-12-01,Spain,ES,revisión salarial + revalorización salarial,3.59
2018-01-01,Spain,ES,revisión salarial + revalorización salarial,3.76
2018-02-01,Spain,ES,revisión salarial + revalorización salarial,4.07
2018-03-01,Spain,ES,revisión salarial + revalorización salarial,3.62
2018-04-01,Spain,ES,revisión salarial + revalorización salarial,2.31
2018-05-01,Spain,ES,revisión salarial + revalorización salarial,1.72
2018-06-01,Spain,ES,revisión salarial + revalorización salarial,1.77
2018-07-01,Spain,ES,revisión salarial + revalorización salarial,1.79
2018-08-01,Spain,ES,revisión salarial + revalorización salarial,1.69
2018-09-01,Spain,ES,revisión salarial + revalorización salarial,1.59
2018-10-01,Spain,ES,revisión salarial + revalorización salarial,1.49
2018-11-01,Spain,ES,revisión salarial + revalorización salarial,1.39
2018-12-01,Spain,ES,revisión salarial + revalorización salarial,1.37
2019-01-01,Spain,ES,revisión salarial + revalorización salarial,1.8
2019-02-01,Spain,ES,revisión salarial + revalorización salarial,2.53
2019-03-01,Spain,ES,revisión salarial + revalorización salarial,2.94
2019-04-01,Spain,ES,revisión salarial + revalorización salarial,2.94
2019-05-01,Spain,ES,revisión salarial + revalorización salarial,2.98
2019-06-01,Spain,ES,revisión salarial + revalorización salarial,3.04
2019-07-01,Spain,ES,revisión salarial + revalorización salarial,3.03
2019-08-01,Spain,ES,revisión salarial + revalorización salarial,2.95
2019-09-01,Spain,ES,revisión salarial + revalorización salarial,2.88
2019-10-01,Spain,ES,revisión salarial + revalorización salarial,2.81
2019-11-01,Spain,ES,revisión salarial + revalorización salarial,2.75
2019-12-01,Spain,ES,revisión salarial + revalorización salarial,2.72
2020-01-01,Spain,ES,revisión salarial + revalorización salarial,2.12
2020-02-01,Spain,ES,revisión salarial + revalorización salarial,1.07
2020-03-01,Spain,ES,revisión salarial + revalorización salarial,0.56
2020-04-01,Spain,ES,revisión salarial + revalorización salarial,0.64
2020-05-01,Spain,ES,revisión salarial + revalorización salarial,0.64
2020-06-01,Spain,ES,revisión salarial + revalorización salarial,0.53
2020-07-01,Spain,ES,revisión salarial + revalorización salarial,0.42
2020-08-01,Spain,ES,revisión salarial + revalorización salarial,0.38
2020-09-01,Spain,ES,revisión salarial + revalorización salarial,0.35
2020-10-01,Spain,ES,revisión salarial + revalorización salarial,0.3
